rev,mou,totmrc,ovrmou,ovrrev,vceovr,roam,change_mou,change_rev,drop_vce,blck_vce,blck_dat,unan_vce,plcd_vce,recv_vce,comp_vce,comp_dat,custcare,ccrndmou,cc_mou,inonemin,threeway,mou_cvce,mou_rvce,owylis_vce,mouowylisv,iwylis_vce,mouiwylisv,peak_vce,peak_dat,mou_peav,opk_vce,opk_dat,mou_opkv,mou_opkd,drop_blk,attempt,complete,callwait,months,uniqsubs,actvsubs,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,marital,infobase,income,numbcars,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
35.8725,371.75,35.8725,0.0,0.0,0.0,0.0,-31.75,0.1175,1.0,4.666666667,0.0,17.66666667,158.3333333,25.33333333,135.6666667,0.0,0.666666667,0.666666667,0.246666667,11.33333333,0.0,236.1033333,73.74333333,27.0,44.40666667,2.0,1.733333333,115.0,0.0,193.2966667,45.33333333,0.0,116.55,0.0,5.666666667,158.3333333,135.6666667,1.333333333,19,1,1,CA,N,2717,6957.0,992.33,942.35,6937.0,2711,52.35,385.39,150.61,382,151,36,442.0,158.0,46.0,S,DALLAS AREA,Y,N,149.9899902,2.0,1.0,WCMB,1.0,1.0,O,1.0,B,M,6.0,1.0,0.0,S,U,U,U,U,U,N,429.0,1049027
67.5725,566.25,59.99,29.25,8.82,8.625,0.0,52.75,-10.5525,3.0,7.333333333,0.0,52.66666667,223.0,78.66666667,161.0,1.333333333,3.333333333,18.66666667,16.55,58.66666667,0.0,294.18,109.9166667,14.0,15.44,1.333333333,0.706666667,182.0,0.333333333,309.4033333,56.66666667,1.0,94.69333333,2.333333333,10.33333333,224.6666667,162.3333333,5.0,13,2,2,E2,N,3810,8471.0,1130.57,1069.62,8471.0,3810,89.14,705.92,317.5,549,238,71,718.0,295.0,73.0,C,TENNESSEE AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,O,15.0,U,M,4.0,1.0,0.0,Z,U,U,U,Y,U,Y,361.0,1049029
44.61,558.75,49.99,1.0,0.39,0.0,0.0975,15.25,3.93,2.0,0.0,0.0,14.33333333,107.6666667,83.0,92.33333333,0.0,2.333333333,35.0,33.93,34.66666667,1.333333333,290.2,213.1066667,32.0,39.68,11.33333333,38.87333333,87.0,0.0,237.2,77.66666667,0.0,266.1133333,0.0,2.0,107.6666667,92.33333333,0.666666667,19,1,1,AA,N,2155,7790.0,788.9,748.92,7790.0,2155,41.61,432.78,119.72,554,159,43,473.0,147.0,42.0,S,GREAT LAKES AREA,Y,N,199.9899902,2.0,2.0,WCMB,1.0,1.0,O,8.0,M,M,7.0,3.0,1.0,N,U,U,U,U,U,Y,31.0,1049135
64.575,520.75,94.99,0.0,0.0,0.0,0.0,-454.75,15.665,18.33333333,2.0,0.0,26.66666667,164.6666667,47.0,119.0,0.0,0.333333333,0.333333333,0.06,37.66666667,0.333333333,310.9833333,27.57,14.33333333,9.18,5.333333333,3.676666667,104.0,0.0,214.4433333,46.66666667,0.0,124.11,0.0,20.33333333,164.6666667,119.0,2.0,17,2,2,AA,N,3573,12215.0,1533.43,1501.02,12215.0,3573,93.81,763.44,223.31,672,215,59,723.0,232.0,74.0,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,99.98999023,3.0,2.0,WCMB,0.0,0.0,O,1.0,B,M,9.0,2.0,0.0,S,U,U,U,U,U,Y,134.0,1049136
50.8825,116.5,59.99,0.0,0.0,0.0,0.195,-17.5,-0.8925,2.333333333,0.333333333,0.0,12.33333333,40.0,20.0,25.66666667,0.0,0.333333333,1.666666667,1.393333333,11.66666667,0.0,43.83,24.88333333,8.0,18.64666667,3.0,4.64,30.66666667,0.0,32.64,10.66666667,0.0,36.07333333,0.0,2.666666667,40.0,25.66666667,0.0,13,6,2,AA,N,598,1419.0,679.89,574.92,1229.0,510,52.27,111.73,46.36,122,55,51,126.0,48.0,51.0,T,NEW ENGLAND AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,U,,,,0.0,N,U,U,U,U,U,N,398.0,1049143
120.26,1501.0,78.0325,61.0,23.8575,2.7,0.0,-423.0,-31.08,28.0,2.0,1.0,41.0,269.0,112.3333333,214.0,33.66666667,2.666666667,12.0,10.50666667,51.66666667,8.666666667,392.8133333,426.03,33.0,31.72333333,0.0,0.0,170.0,18.66666667,470.0833333,111.6666667,15.0,348.76,33.36333333,32.0,305.0,247.6666667,0.333333333,19,1,1,EA,N,6678,21688.0,2392.7,2338.48,21671.0,6672,129.92,1203.94,370.67,1642,414,131,1399.0,408.0,119.0,U,NEW YORK CITY AREA,N,N,129.9899902,2.0,2.0,WCMB,0.0,0.0,O,5.0,S,M,9.0,,0.0,N,U,U,U,U,U,Y,166.0,1049171
10.09,50.75,10.0,0.0,0.0,0.0,0.0,119.25,-0.09,0.0,0.0,0.0,2.666666667,5.666666667,0.666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75333333,28.09333333,0.0,0.0,0.0,0.0,2.333333333,0.0,29.04,1.333333333,0.0,29.80666667,0.0,0.0,5.666666667,3.0,0.0,13,2,2,AA,N,23,77.0,131.07,121.08,77.0,23,10.09,6.42,1.92,11,2,10,6.0,1.0,10.0,C,NORTH FLORIDA AREA,Y,N,59.98999023,1.0,1.0,WCMB,1.0,1.0,O,6.0,S,M,3.0,2.0,0.0,S,U,U,U,U,U,Y,398.0,1049224
75.5725,137.0,66.0375,48.5,18.915,0.0,0.125,-137.0,-31.3925,1.0,0.0,0.0,0.0,1.333333333,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.333333333,0.0,0.393333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.393333333,0.0,0.0,0.0,0.0,1.0,1.333333333,0.333333333,0.0,17,1,1,AA,N,547,3407.0,1181.1,1131.11,3391.0,541,70.69,211.94,33.81,183,34,86,233.0,52.0,76.0,T,NEW ENGLAND AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,O,12.0,S,M,8.0,1.0,0.0,S,U,U,Y,U,U,Y,505.0,1049257
39.175,187.75,9.2475,55.5,22.2,22.2,0.0,-187.75,-39.675,0.666666667,6.0,0.0,27.33333333,84.0,20.33333333,50.0,0.0,0.0,0.0,0.0,8.0,0.0,81.91,50.24,3.333333333,3.78,0.333333333,1.19,40.66666667,0.0,71.33666667,27.33333333,0.0,60.81333333,0.0,6.666666667,84.0,50.0,0.0,13,1,1,CA,Y,1186,2791.0,704.34,664.36,2790.0,1185,55.36,232.5,98.75,250,95,52,125.0,47.0,29.0,U,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,1.0,1.0,WC,0.0,0.0,,,U,M,6.0,,0.0,R,U,U,U,U,U,Y,397.0,1049295
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3,2,BA,N,4982,13297.0,2159.8,1836.75,12579.0,4625,141.29,967.62,355.77,857,268,121,943.0,332.0,172.0,U,NEW YORK CITY AREA,N,R,79.98999023,3.0,2.0,WCMB,0.0,0.0,R,3.0,S,M,3.0,,0.0,S,Y,Y,U,U,Y,Y,476.0,1049437
94.675,661.0,49.99,86.75,26.0475,25.95,12.19,-32.0,-33.575,6.333333333,48.33333333,0.0,82.33333333,378.6666667,56.33333333,243.0,0.333333333,0.0,0.0,0.0,26.0,1.0,330.97,109.9566667,36.66666667,33.52333333,0.0,0.0,180.0,0.333333333,271.29,113.3333333,0.0,169.6366667,0.0,54.66666667,379.0,243.3333333,1.666666667,13,1,1,DA,N,2039,5050.0,894.87,861.64,5039.0,2032,71.8,419.92,169.33,672,293,106,597.0,231.0,88.0,R,ATLANTIC SOUTH AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,O,9.0,B,M,6.0,,0.0,G,U,U,U,U,U,N,396.0,1049458
32.595,114.0,29.99,0.0,0.0,0.0,0.4525,-10.0,0.975,0.333333333,1.333333333,0.0,6.666666667,42.66666667,11.66666667,34.33333333,0.0,0.0,0.0,0.0,7.666666667,0.0,48.08333333,13.57333333,10.0,6.056666667,5.333333333,3.826666667,37.66666667,0.0,47.59333333,8.0,0.0,14.06333333,0.0,1.666666667,42.66666667,34.33333333,0.333333333,13,2,2,AA,N,656,1489.0,606.23,456.25,1489.0,656,38.02,124.08,54.67,117,56,32,116.0,50.0,33.0,C,TENNESSEE AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,6.0,A,M,7.0,,0.0,S,U,U,U,U,U,Y,395.0,1049569
121.9925,821.0,39.99,141.5,49.525,49.525,10.315,-187.0,-65.7625,12.0,10.33333333,0.0,67.0,474.6666667,144.3333333,388.3333333,0.0,0.333333333,0.333333333,0.073333333,95.33333333,0.0,211.61,126.3366667,54.0,28.50333333,15.0,12.70666667,262.0,0.0,148.4566667,267.6666667,0.0,189.49,0.0,22.33333333,474.6666667,388.3333333,8.333333333,13,1,1,AA,N,4913,7491.0,1020.74,977.51,7456.0,4892,81.46,621.33,407.67,883,603,144,710.0,485.0,98.0,C,MIDWEST AREA,Y,R,99.98999023,2.0,2.0,WCMB,1.0,1.0,O,5.0,U,M,4.0,2.0,0.0,N,U,U,Y,U,U,Y,70.0,1049574
54.4,512.25,59.99,0.0,0.0,0.0,0.0,-0.25,2.52,0.666666667,5.0,0.0,22.33333333,198.0,5.0,170.0,0.0,0.0,0.0,0.0,0.666666667,0.333333333,358.8433333,9.506666667,5.0,2.863333333,2.333333333,5.43,120.0,0.0,215.5933333,55.0,0.0,152.7566667,0.0,5.666666667,198.0,170.0,0.0,13,1,1,AA,N,2361,7892.0,838.78,648.81,7892.0,2361,54.07,657.67,196.75,512,171,54,674.0,207.0,61.0,C,OHIO AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,9.0,M,M,5.0,2.0,0.0,U,U,U,Y,U,Y,Y,395.0,1049591
35.185,908.75,44.99,0.0,0.0,0.0,0.195,220.25,-0.195,0.333333333,6.666666667,0.0,30.0,131.0,3.333333333,94.0,0.0,3.666666667,3.666666667,1.906666667,0.333333333,1.333333333,745.3766667,23.36333333,13.33333333,47.24666667,2.333333333,21.13333333,32.0,0.0,140.6366667,65.33333333,0.0,628.1033333,0.0,7.0,131.0,94.0,0.666666667,15,4,3,AA,N,1054,9191.0,503.25,473.27,9184.0,1049,33.81,656.0,74.93,835,96,35,865.0,99.0,36.0,U,SOUTH FLORIDA AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,5.0,B,M,5.0,,0.0,U,U,U,U,U,U,N,456.0,1049655
123.76,662.75,74.305,190.75,57.225,57.225,0.0,-81.75,-38.77,3.333333333,8.0,0.0,23.33333333,133.3333333,23.33333333,100.0,0.0,0.0,0.0,0.0,8.333333333,0.333333333,615.41,87.06666667,10.0,7.74,0.0,0.0,65.0,0.0,173.9833333,55.66666667,0.0,528.4933333,0.0,11.33333333,133.3333333,100.0,1.333333333,13,1,1,CA,N,1755,7340.0,1254.21,1184.23,7338.0,1753,98.69,611.5,146.08,690,124,137,532.0,120.0,99.0,R,ATLANTIC SOUTH AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,O,8.0,M,M,6.0,,0.0,G,U,Y,Y,Y,U,N,393.0,1049762
27.99,91.75,10.0,0.25,0.0975,0.0,3.745,-53.75,-11.1,2.0,1.0,0.0,6.0,38.33333333,12.66666667,30.0,0.0,0.0,0.0,0.0,4.666666667,0.0,28.32333333,20.02333333,9.666666667,6.816666667,6.0,5.833333333,36.33333333,0.0,42.89,5.0,0.0,5.456666667,0.0,3.0,38.33333333,30.0,0.0,13,2,2,A,N,443,879.0,237.46,182.29,764.0,383,16.57,69.45,34.82,110,53,32,84.0,41.0,21.0,S,NEW YORK CITY AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,O,11.0,M,M,9.0,,0.0,N,Y,U,U,U,Y,Y,92.0,1049854
52.745,525.0,59.99,0.0,0.0,0.0,2.755,-176.0,-2.365,7.0,4.0,0.0,34.0,192.0,75.66666667,150.3333333,0.0,2.666666667,3.0,1.18,52.33333333,0.0,339.4533333,91.82666667,62.66666667,100.6166667,10.66666667,29.56666667,90.33333333,0.0,181.2466667,102.3333333,0.0,250.0366667,0.0,11.0,192.0,150.3333333,1.333333333,15,1,1,CA,N,3338,8262.0,990.79,940.81,8254.0,3335,67.2,589.57,238.21,584,204,54,611.0,252.0,63.0,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,U,,,,0.0,B,U,U,U,U,U,N,455.0,1049874
40.3725,64.75,39.99,0.0,0.0,0.0,7.1325,-36.75,-7.1325,7.0,0.0,0.0,2.666666667,38.0,0.666666667,28.33333333,0.0,0.0,0.0,0.0,0.666666667,0.0,27.34,0.316666667,3.0,3.926666667,0.0,0.0,15.0,0.0,11.73333333,14.0,0.0,15.92333333,0.0,7.0,38.0,28.33333333,0.0,17,1,1,DA,N,529,1032.0,665.59,602.36,1018.0,523,37.65,63.63,32.69,77,42,43,73.0,40.0,38.0,U,NEW YORK CITY AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,B,M,,,0.0,Z,U,U,U,U,U,N,499.0,1050021
22.5175,14.5,19.99,0.5,0.195,0.195,1.92,-13.5,-2.5275,0.333333333,0.0,0.0,4.0,6.0,0.0,1.666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,1.333333333,1.19,0.0,0.0,1.666666667,0.0,1.73,0.0,0.0,0.0,0.0,0.333333333,6.0,1.666666667,0.0,17,1,1,AA,N,94,190.0,394.37,344.39,190.0,94,21.52,11.88,5.88,19,7,23,22.0,10.0,22.0,U,LOS ANGELES AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,O,15.0,M,M,8.0,,0.0,N,U,U,U,U,U,Y,499.0,1050084
40.0775,334.5,49.99,0.25,0.0875,0.0875,0.0,21.5,-0.0875,6.666666667,7.666666667,0.0,11.33333333,103.0,30.0,78.0,0.0,0.0,0.0,0.0,8.666666667,0.0,167.94,74.80333333,9.0,6.69,1.666666667,3.856666667,66.0,0.0,141.1366667,40.0,0.0,101.6066667,0.0,14.33333333,103.0,78.0,1.666666667,15,1,1,AA,N,1443,4885.0,648.16,578.18,4885.0,1443,41.3,348.93,103.07,327,107,40,320.0,101.0,41.0,C,ATLANTIC SOUTH AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,O,2.0,B,M,6.0,2.0,0.0,N,U,U,U,U,U,Y,453.0,1050117
121.1275,904.5,57.99,178.75,53.625,53.625,0.0,-321.5,-54.7875,7.333333333,15.66666667,0.0,78.66666667,375.0,222.6666667,277.0,0.0,0.0,0.0,0.0,121.3333333,0.0,319.88,440.05,14.0,7.596666667,2.0,2.85,374.0,0.0,573.5833333,122.0,0.0,186.3466667,0.0,23.0,375.0,277.0,4.666666667,19,1,1,AA,N,6160,13891.0,1610.73,1547.49,13851.0,6137,85.97,769.5,340.94,1012,473,139,918.0,421.0,109.0,T,SOUTHWEST AREA,N,N,129.9899902,1.0,1.0,WCMB,0.0,0.0,O,2.0,M,M,5.0,2.0,0.0,H,U,U,U,U,U,Y,559.0,1050151
57.01,513.0,56.44,0.0,0.0,0.0,3.2175,318.0,0.1,5.0,44.66666667,0.0,16.0,212.6666667,24.0,147.3333333,0.0,0.0,0.0,0.0,14.66666667,2.333333333,245.6366667,40.32,9.0,10.16,0.333333333,0.5,90.0,0.0,119.3433333,81.0,0.0,166.61,0.0,49.66666667,212.6666667,147.3333333,1.666666667,17,1,1,CA,N,5152,11762.0,1095.93,1025.95,11734.0,5132,64.12,733.38,320.75,407,181,57,666.0,314.0,63.0,S,CHICAGO AREA,Y,N,199.9899902,2.0,2.0,WCMB,0.0,0.0,O,1.0,U,M,,,0.0,R,U,U,U,U,U,N,55.0,1050175
62.2825,347.25,39.99,47.25,16.5375,16.5375,5.375,-24.25,-15.5025,2.0,1.0,0.0,5.666666667,43.0,11.0,34.66666667,0.0,0.0,0.0,0.0,3.333333333,0.0,79.35,50.63666667,10.33333333,5.756666667,0.0,0.0,22.33333333,0.0,72.33666667,21.66666667,0.0,57.65,0.0,3.0,43.0,34.66666667,0.0,13,1,1,EA,N,752,2187.0,615.64,575.66,2185.0,750,47.97,182.08,62.5,355,105,67,274.0,90.0,55.0,C,TENNESSEE AREA,Y,N,29.98999023,1.0,1.0,WC,0.0,0.0,O,4.0,U,M,1.0,2.0,0.0,U,U,U,U,U,U,Y,390.0,1050204
53.6875,785.5,62.49,0.0,0.0,0.0,0.0,-131.5,0.2925,7.333333333,0.666666667,0.0,25.33333333,166.0,30.66666667,133.6666667,0.333333333,2.0,6.333333333,5.316666667,15.0,0.0,542.8466667,74.41666667,4.333333333,3.096666667,0.0,0.0,112.6666667,0.0,297.4633333,49.33333333,0.333333333,319.8033333,0.14,8.0,166.3333333,134.0,1.0,13,1,1,DA,Y,2048,7707.0,918.26,669.99,7707.0,2048,55.83,642.25,170.67,829,176,54,713.0,174.0,54.0,S,LOS ANGELES AREA,Y,N,149.9899902,2.0,1.0,WCMB,0.0,0.0,O,1.0,M,M,6.0,,0.0,N,U,Y,Y,U,U,Y,385.0,1050290
49.99,310.25,59.99,0.0,0.0,0.0,0.0,60.75,0.0,0.333333333,7.666666667,0.0,17.0,109.3333333,83.0,84.66666667,0.0,0.0,0.0,0.0,59.66666667,0.0,73.11333333,85.19666667,2.666666667,0.61,3.0,3.05,103.0,0.0,97.16333333,64.33333333,0.0,61.14666667,0.0,8.0,110.0,84.66666667,0.666666667,15,1,1,AA,N,2454,4539.0,806.79,726.81,4536.0,2451,51.92,324.0,175.07,290,179,50,355.0,210.0,51.0,T,DALLAS AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,7.0,S,M,9.0,2.0,0.0,O,U,U,U,U,U,Y,451.0,1050312
28.5375,217.5,9.79,46.25,18.5,18.5,0.0,37.5,-17.5475,1.0,0.0,0.0,28.0,68.66666667,0.666666667,39.66666667,0.0,0.0,0.0,0.0,0.666666667,1.666666667,157.5866667,0.42,2.333333333,2.73,0.666666667,0.42,29.66666667,0.0,102.7633333,10.66666667,0.0,55.24333333,0.0,1.0,68.66666667,39.66666667,0.0,19,2,2,A,N,805,3815.0,690.01,660.03,3789.0,797,36.67,210.5,44.28,205,46,34,217.0,52.0,35.0,U,SOUTHWEST AREA,Y,N,199.9899902,2.0,2.0,WCMB,0.0,0.0,O,14.0,M,M,9.0,,0.0,N,U,U,U,U,U,N,73.0,1050321
30.2375,107.25,39.99,0.0,0.0,0.0,0.0,-36.25,-0.2475,1.333333333,0.333333333,0.0,9.666666667,31.33333333,1.0,20.0,0.0,0.333333333,0.666666667,0.473333333,0.666666667,0.666666667,106.34,2.573333333,3.0,7.503333333,0.0,0.0,14.66666667,0.0,74.79333333,6.333333333,0.0,34.11666667,0.0,1.666666667,31.33333333,20.0,0.0,17,1,1,AA,N,426,2510.0,573.86,543.88,2509.0,425,33.99,156.81,26.56,119,22,30,98.0,21.0,30.0,S,NEW ENGLAND AREA,Y,R,99.98999023,1.0,1.0,WCMB,0.0,0.0,O,15.0,M,M,9.0,,1.0,I,U,U,U,U,U,Y,496.0,1050406
10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,2,B,N,358,798.0,414.2,290.9,723.0,315,17.11,42.53,18.53,0,0,10,0.0,0.0,10.0,U,OHIO AREA,N,R,9.989997864,1.0,1.0,,1.0,0.0,O,5.0,M,M,5.0,1.0,0.0,S,U,U,U,U,U,Y,557.0,1050432
54.9625,468.25,44.99,54.75,19.1625,19.1625,0.0,6.75,26.5775,13.66666667,5.333333333,0.0,57.66666667,218.0,45.33333333,145.3333333,0.0,0.666666667,8.666666667,8.176666667,20.0,0.0,239.2366667,87.95333333,51.0,39.11333333,2.333333333,3.806666667,109.6666667,0.0,208.4066667,67.66666667,0.0,118.7833333,0.0,19.0,218.0,145.3333333,1.666666667,13,1,1,EA,N,1944,4275.0,527.34,487.36,4262.0,1941,40.61,355.17,161.75,466,187,46,393.0,172.0,41.0,S,SOUTHWEST AREA,N,N,29.98999023,1.0,1.0,,0.0,0.0,,,U,M,,1.0,0.0,N,U,U,U,U,U,Y,388.0,1050434
56.64,497.0,59.99,0.0,0.0,0.0,2.2875,31.0,-0.5,1.0,0.666666667,0.333333333,22.66666667,141.3333333,64.0,117.3333333,0.0,0.0,0.0,0.0,33.0,0.0,207.21,86.6,17.66666667,9.55,4.666666667,14.59,142.0,0.0,229.8366667,39.0,0.0,63.97333333,0.0,2.0,141.6666667,117.3333333,1.666666667,13,1,1,AA,N,2233,5369.0,729.87,676.63,5318.0,2211,56.39,443.17,184.25,487,205,57,445.0,190.0,54.0,C,SOUTHWEST AREA,Y,R,99.98999023,2.0,2.0,WCMB,1.0,1.0,O,2.0,M,M,9.0,1.0,0.0,S,U,U,Y,Y,U,Y,25.0,1050445
15.82,297.25,10.0,7.5,1.875,1.875,0.0,-56.25,-4.57,3.0,0.333333333,0.0,7.333333333,93.33333333,49.0,83.66666667,0.0,0.333333333,3.0,2.876666667,28.33333333,0.0,127.2566667,70.15,29.0,23.37333333,26.0,32.97666667,80.0,0.0,103.31,47.0,0.0,94.09666667,0.0,3.333333333,93.33333333,83.66666667,0.0,17,2,2,B,N,2044,5096.0,235.54,187.22,4829.0,1935,12.48,321.93,129.0,316,131,17,292.0,134.0,15.0,U,NEW YORK CITY AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,,,S,M,4.0,,0.0,H,U,U,U,U,U,Y,495.0,1050529
98.6725,359.0,98.86,23.25,5.8125,5.8125,0.0,-292.0,11.2975,4.666666667,0.333333333,0.0,25.0,118.6666667,32.66666667,90.0,0.666666667,0.0,0.0,0.0,18.33333333,0.333333333,243.33,63.76666667,43.33333333,61.87333333,11.33333333,13.49666667,79.0,0.666666667,173.7366667,36.66666667,0.0,133.36,0.0,5.0,119.3333333,90.66666667,1.333333333,15,3,3,AA,N,1717,9927.0,1354.28,1249.29,9807.0,1711,89.24,700.5,122.21,456,132,95,392.0,114.0,96.0,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,U,,,,0.0,I,U,U,U,U,U,N,449.0,1050613
33.24,179.5,29.99,0.0,0.0,0.0,0.0,-57.5,0.0,4.333333333,0.333333333,0.0,12.0,48.33333333,26.33333333,32.33333333,0.0,0.0,0.0,0.0,13.0,0.666666667,80.53,72.85333333,8.0,7.52,4.0,11.41333333,21.33333333,0.0,69.02,34.0,0.0,84.36333333,0.0,4.666666667,48.33333333,32.33333333,0.0,17,1,1,AA,N,932,3333.0,581.39,518.16,3316.0,928,32.39,207.25,58.0,199,53,33,194.0,54.0,33.0,U,NEW YORK CITY AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,O,2.0,B,M,8.0,,0.0,I,U,U,U,U,U,Y,495.0,1050619
54.075,591.25,44.99,1.5,0.525,0.525,0.0,274.75,-18.735,8.0,5.333333333,0.0,40.33333333,152.3333333,45.33333333,100.6666667,2.666666667,3.0,14.0,12.98666667,25.0,0.0,209.2466667,73.84,19.33333333,16.98,7.666666667,6.893333333,40.33333333,2.0,43.78,103.6666667,0.666666667,239.3033333,0.49,13.33333333,155.0,103.3333333,0.666666667,13,1,1,AA,N,1294,4233.0,562.92,502.94,4207.0,1292,41.91,350.58,107.67,500,162,60,521.0,137.0,49.0,U,DALLAS AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,,,U,,,,0.0,U,U,U,U,U,U,N,85.0,1050688
56.195,567.5,49.99,0.0,0.0,0.0,0.0,-381.5,-12.955,23.66666667,1.333333333,0.0,54.0,351.3333333,61.0,278.3333333,0.0,2.333333333,4.0,2.866666667,34.66666667,0.333333333,348.3333333,63.70333333,97.33333333,72.36666667,20.33333333,29.88,100.6666667,0.0,165.1633333,219.3333333,0.0,246.8733333,0.0,25.0,351.3333333,278.3333333,1.333333333,15,1,1,D5,Y,5248,13134.0,1225.09,1116.85,13101.0,5232,79.78,935.79,373.71,695,339,61,785.0,352.0,59.0,U,NEW YORK CITY AREA,N,N,399.9899902,3.0,3.0,WCMB,0.0,0.0,,,U,,,,0.0,U,U,U,U,U,U,N,104.0,1050835
55.415,577.5,59.99,7.25,2.175,2.175,0.0,179.5,6.525,1.333333333,23.66666667,0.0,48.0,285.0,34.0,212.0,0.0,0.666666667,1.0,0.806666667,14.33333333,0.0,272.1066667,66.04333333,34.0,21.83333333,0.0,0.0,146.0,0.0,204.9066667,100.0,0.0,133.2433333,0.0,25.0,285.0,212.0,0.0,19,1,1,DA,N,4669,10633.0,1129.14,1045.91,10568.0,4638,58.11,587.11,257.67,518,249,53,510.0,225.0,53.0,C,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,4.0,3.0,WCMB,0.0,0.0,O,4.0,M,M,4.0,,0.0,N,U,U,U,U,U,Y,161.0,1050906
51.7125,576.0,58.5375,0.0,0.0,0.0,0.0,-433.0,-4.8225,2.0,1.0,0.0,23.33333333,236.3333333,40.33333333,210.3333333,0.0,4.333333333,6.0,3.746666667,16.66666667,0.0,361.15,158.7666667,62.66666667,69.03,5.666666667,12.52,123.0,0.0,270.02,127.3333333,0.0,249.9,0.0,3.0,236.3333333,210.3333333,3.333333333,19,2,1,ZA,Y,2486,6000.0,1024.49,971.17,5916.0,2451,57.13,348.0,144.18,720,268,53,542.0,213.0,53.0,S,DALLAS AREA,Y,N,149.9899902,4.0,4.0,WCMB,0.0,0.0,,,U,,,,0.0,N,U,U,U,U,U,N,196.0,1050933
120.4425,1119.25,94.99,143.5,35.875,35.875,0.0,-112.25,-3.1125,9.0,3.333333333,0.0,36.66666667,223.3333333,42.33333333,174.6666667,0.0,0.0,0.0,0.0,23.0,0.0,910.85,101.84,33.66666667,33.50333333,11.0,18.90333333,157.3333333,0.0,774.89,56.33333333,0.0,237.8066667,0.0,12.33333333,223.3333333,174.6666667,0.0,19,2,2,AA,N,3479,15429.0,2010.04,1906.81,15416.0,3477,105.93,856.44,193.17,1157,228,121,1107.0,217.0,103.0,T,DC/MARYLAND/VIRGINIA AREA,Y,R,99.98999023,2.0,2.0,WCMB,0.0,0.0,,,U,,,,0.0,N,U,U,U,U,U,N,234.0,1050936
98.785,914.0,75.0,91.5,22.945,22.75,0.0,594.0,69.075,7.333333333,0.0,0.0,103.3333333,233.6666667,54.0,124.6666667,0.0,2.666666667,12.0,10.36666667,38.66666667,0.333333333,526.9633333,77.05,6.0,4.786666667,0.0,0.0,110.0,0.0,469.54,53.33333333,0.0,134.4633333,0.0,7.333333333,233.6666667,124.6666667,0.666666667,17,2,1,ZA,N,4387,21654.0,1988.7,1910.45,21654.0,4387,119.4,1353.38,274.19,716,161,76,866.0,199.0,78.0,U,LOS ANGELES AREA,Y,N,149.9899902,3.0,3.0,WCMB,0.0,0.0,O,15.0,U,M,2.0,,0.0,Z,U,U,U,Y,U,Y,215.0,1051063
